iter	Passed	Remaining
1666	11391	22776
1667	11398	22769
1668	11405	22764
1669	11412	22756
1670	11418	22749
1671	11425	22741
1672	11431	22733
1673	11438	22727
1674	11445	22719
1675	11452	22713
1676	11458	22704
1677	11464	22696
1678	11471	22689
1679	11476	22680
1680	11484	22674
1681	11490	22665
1682	11497	22659
1683	11503	22650
1684	11509	22642
1685	11515	22634
1686	11521	22626
1687	11529	22621
1688	11535	22612
1689	11542	22607
1690	11548	22599
1691	11555	22591
1692	11561	22584
1693	11568	22576
1694	11574	22569
1695	11580	22560
1696	11587	22553
1697	11593	22545
1698	11599	22537
1699	11606	22530
1700	11612	22521
1701	11619	22515
1702	11625	22506
1703	11631	22498
1704	11638	22491
1705	11644	22484
1706	11651	22477
1707	11658	22469
1708	11664	22462
1709	11670	22454
1710	11676	22445
1711	11684	22440
1712	11690	22431
1713	11697	22424
1714	11703	22416
1715	11709	22408
1716	11716	22402
1717	11722	22394
1718	11729	22388
1719	11735	22379
1720	11741	22371
1721	11747	22363
1722	11753	22354
1723	11760	22348
1724	11766	22338
1725	11773	22332
1726	11779	22324
1727	11786	22317
1728	11792	22309
1729	11798	22300
1730	11804	22293
1731	11810	22284
1732	11817	22277
1733	11823	22269
1734	11829	22262
1735	11837	22256
1736	11842	22247
1737	11848	22238
1738	11855	22231
1739	11861	22223
1740	11867	22215
1741	11873	22207
1742	11879	22198
1743	11886	22192
1744	11893	22184
1745	11899	22177
1746	11906	22170
1747	11912	22162
1748	11918	22154
1749	11924	22145
1750	11931	22139
1751	11937	22130
1752	11944	22123
1753	11949	22114
1754	11956	22106
1755	11963	22101
1756	11969	22093
1757	11976	22086
1758	11982	22078
1759	11989	22071
1760	11996	22064
1761	12002	22056
1762	12009	22050
1763	12016	22043
1764	12022	22036
1765	12029	22028
1766	12035	22020
1767	12042	22013
1768	12049	22007
1769	12058	22004
1770	12065	21999
1771	12073	21993
1772	12079	21986
1773	12087	21981
1774	12093	21972
1775	12100	21966
1776	12106	21957
1777	12113	21951
1778	12119	21943
1779	12126	21936
1780	12132	21928
1781	12138	21919
1782	12145	21913
1783	12151	21905
1784	12158	21899
1785	12164	21891
1786	12170	21883
1787	12188	21896
1788	12194	21888
1789	12201	21880
1790	12208	21874
1791	12214	21866
1792	12221	21859
1793	12227	21852
1794	12233	21843
1795	12240	21836
1796	12246	21828
1797	12253	21821
1798	12259	21814
1799	12265	21806
1800	12272	21798
1801	12278	21790
1802	12285	21784
1803	12291	21776
1804	12299	21770
1805	12304	21761
1806	12311	21753
1807	12318	21747
1808	12323	21738
1809	12334	21738
1810	12340	21730
1811	12347	21724
1812	12353	21716
1813	12360	21708
1814	12366	21700
1815	12372	21693
1816	12379	21686
1817	12386	21679
1818	12393	21672
1819	12399	21665
1820	12405	21657
1821	12412	21650
1822	12418	21641
1823	12425	21635
1824	12431	21627
1825	12438	21620
1826	12444	21613
1827	12450	21605
1828	12458	21599
1829	12464	21590
1830	12471	21585
1831	12477	21576
1832	12484	21569
1833	12490	21561
1834	12495	21552
1835	12503	21547
1836	12509	21539
1837	12516	21532
1838	12522	21525
1839	12530	21519
1840	12536	21510
1841	12542	21503
1842	12549	21497
1843	12556	21490
1844	12564	21485
1845	12570	21477
1846	12577	21471
1847	12583	21462
1848	12589	21455
1849	12596	21448
1850	12603	21440
1851	12609	21434
1852	12615	21425
1853	12621	21417
1854	12633	21418
1855	12639	21410
1856	12645	21403
1857	12652	21395
1858	12662	21395
1859	12669	21387
1860	12675	21380
1861	12682	21372
1862	12688	21365
1863	12694	21357
1864	12701	21350
1865	12708	21345
1866	12714	21336
1867	12722	21330
1868	12728	21322
1869	12735	21317
1870	12741	21308
1871	12748	21301
1872	12754	21294
1873	12760	21285
1874	12769	21282
1875	12777	21277
1876	12785	21272
1877	12791	21264
1878	12799	21259
1879	12805	21252
1880	12812	21245
1881	12818	21237
1882	12825	21230
1883	12832	21224
1884	12838	21216
1885	12845	21209
1886	12851	21202
1887	12857	21193
1888	12864	21187
1889	12870	21178
1890	12878	21173
1891	12884	21164
1892	12890	21157
1893	12896	21149
1894	12902	21141
1895	12912	21138
1896	12917	21130
1897	12924	21123
1898	12930	21114
1899	12937	21109
1900	12943	21101
1901	12950	21093
1902	12957	21086
1903	12963	21078
1904	12970	21072
1905	12976	21064
1906	12983	21057
1907	12989	21049
1908	12995	21041
1909	13001	21034
1910	13007	21025
1911	13014	21018
1912	13020	21010
1913	13025	21002
1914	13033	20996
1915	13039	20988
1916	13045	20980
1917	13052	20973
1918	13057	20964
1919	13064	20957
1920	13071	20951
1921	13078	20943
1922	13084	20936
1923	13091	20930
1924	13098	20923
1925	13104	20915
1926	13111	20909
1927	13117	20900
1928	13124	20894
1929	13130	20886
1930	13136	20878
1931	13143	20871
1932	13148	20862
1933	13156	20856
1934	13162	20848
1935	13168	20841
1936	13174	20833
1937	13180	20824
1938	13187	20818
1939	13193	20810
1940	13201	20804
1941	13207	20796
1942	13213	20788
1943	13219	20781
1944	13226	20774
1945	13233	20767
1946	13238	20758
1947	13245	20752
1948	13251	20744
1949	13257	20736
1950	13265	20730
1951	13271	20723
1952	13278	20717
1953	13285	20710
1954	13291	20702
1955	13298	20695
1956	13304	20687
1957	13311	20681
1958	13317	20673
1959	13324	20666
1960	13330	20658
1961	13336	20650
1962	13342	20643
1963	13348	20634
1964	13355	20627
1965	13361	20619
1966	13367	20611
1967	13375	20606
1968	13381	20598
1969	13388	20592
1970	13394	20584
1971	13401	20578
1972	13408	20570
1973	13413	20562
1974	13421	20556
1975	13427	20548
1976	13434	20541
1977	13440	20535
1978	13447	20528
1979	13454	20520
1980	13460	20513
1981	13466	20505
1982	13472	20497
1983	13479	20491
1984	13486	20483
1985	13493	20478
1986	13500	20470
1987	13506	20463
1988	13513	20456
1989	13519	20448
1990	13526	20442
1991	13532	20434
1992	13538	20425
1993	13544	20419
1994	13550	20411
1995	13562	20412
1996	13568	20404
1997	13575	20397
1998	13581	20389
1999	13588	20382
2000	13594	20374
2001	13600	20366
2002	13607	20360
2003	13613	20352
2004	13621	20346
2005	13627	20338
2006	13634	20332
2007	13639	20324
2008	13645	20316
2009	13652	20309
2010	13658	20300
2011	13665	20294
2012	13671	20285
2013	13677	20278
2014	13684	20272
2015	13690	20264
2016	13697	20258
2017	13703	20250
2018	13710	20243
2019	13716	20235
2020	13722	20227
2021	13738	20233
2022	13745	20227
2023	13751	20219
2024	13758	20212
2025	13764	20205
2026	13770	20197
2027	13777	20190
2028	13783	20182
2029	13790	20176
2030	13796	20168
2031	13802	20160
2032	13810	20155
2033	13816	20146
2034	13823	20141
2035	13829	20133
2036	13836	20126
2037	13842	20118
2038	13849	20111
2039	13856	20105
2040	13862	20097
2041	13869	20091
2042	13875	20082
2043	13882	20076
2044	13888	20069
2045	13894	20061
2046	13901	20054
2047	13907	20046
2048	13915	20040
2049	13921	20033
2050	13927	20024
2051	13934	20018
2052	13940	20011
2053	13947	20004
2054	13953	19996
2055	13959	19989
2056	13966	19982
2057	13972	19974
2058	13980	19968
2059	13985	19960
2060	13993	19954
2061	13999	19946
2062	14005	19938
2063	14011	19931
2064	14017	19923
2065	14024	19917
2066	14030	19909
2067	14037	19901
2068	14042	19893
2069	14049	19886
2070	14056	19879
2071	14061	19870
2072	14067	19863
2073	14074	19855
2074	14080	19848
2075	14086	19841
2076	14093	19833
2077	14100	19827
2078	14106	19819
2079	14112	19812
2080	14119	19805
2081	14125	19797
2082	14132	19790
2083	14138	19783
2084	14145	19776
2085	14151	19768
2086	14156	19759
2087	14163	19752
2088	14169	19744
2089	14176	19738
2090	14183	19731
2091	14189	19724
2092	14196	19717
2093	14202	19710
2094	14210	19704
2095	14216	19696
2096	14223	19691
2097	14229	19683
2098	14237	19677
2099	14243	19669
2100	14250	19662
2101	14256	19655
2102	14263	19648
2103	14269	19641
2104	14275	19633
2105	14281	19625
2106	14288	19618
2107	14294	19610
2108	14301	19603
2109	14307	19596
2110	14314	19590
2111	14320	19582
2112	14326	19574
2113	14333	19567
2114	14339	19559
2115	14346	19553
2116	14352	19545
2117	14358	19537
2118	14365	19531
2119	14371	19523
2120	14378	19516
2121	14384	19509
2122	14391	19502
2123	14397	19494
2124	14403	19486
2125	14410	19480
2126	14416	19472
2127	14423	19465
2128	14429	19457
2129	14435	19450
2130	14441	19443
2131	14447	19435
2132	14454	19428
2133	14460	19420
2134	14466	19412
2135	14489	19427
2136	14495	19419
2137	14502	19412
2138	14507	19405
2139	14513	19396
2140	14520	19390
2141	14526	19382
2142	14532	19375
2143	14538	19366
2144	14544	19359
2145	14551	19352
2146	14557	19344
2147	14563	19336
2148	14569	19328
2149	14575	19320
2150	14581	19313
2151	14587	19305
2152	14593	19297
2153	14598	19289
2154	14604	19280
2155	14611	19273
2156	14617	19265
2157	14622	19257
2158	14629	19250
2159	14634	19241
2160	14640	19234
2161	14646	19226
2162	14652	19217
2163	14658	19210
2164	14663	19201
2165	14669	19193
2166	14675	19186
2167	14681	19177
2168	14688	19171
2169	14694	19163
2170	14699	19154
2171	14706	19147
2172	14712	19139
2173	14718	19132
2174	14723	19124
2175	14729	19116
2176	14735	19107
2177	14740	19099
2178	14746	19091
2179	14753	19084
2180	14759	19076
2181	14765	19068
2182	14770	19060
2183	14776	19051
2184	14782	19044
2185	14788	19036
2186	14794	19028
2187	14800	19020
2188	14805	19012
2189	14811	19005
2190	14817	18997
2191	14823	18989
2192	14830	18982
2193	14835	18974
2194	14842	18966
2195	14847	18958
2196	14853	18950
2197	14860	18943
2198	14865	18935
2199	14870	18926
2200	14876	18918
2201	14882	18910
2202	14888	18902
2203	14893	18894
2204	14899	18886
2205	14905	18879
2206	14910	18869
2207	14916	18861
2208	14923	18855
2209	14929	18847
2210	14936	18840
2211	14941	18832
2212	14947	18824
2213	14955	18819
2214	14961	18811
2215	14968	18805
2216	14974	18797
2217	14980	18790
2218	14986	18782
2219	14991	18773
2220	14998	18766
2221	15003	18758
2222	15009	18750
2223	15015	18742
2224	15021	18734
2225	15027	18726
2226	15033	18718
2227	15038	18710
2228	15044	18703
2229	15050	18694
2230	15058	18689
2231	15066	18684
2232	15074	18679
2233	15081	18673
2234	15087	18665
2235	15093	18657
2236	15101	18652
2237	15110	18648
2238	15117	18641
2239	15126	18637
2240	15134	18632
2241	15140	18625
2242	15147	18618
2243	15153	18610
2244	15159	18603
2245	15165	18595
2246	15170	18587
2247	15177	18580
2248	15182	18571
2249	15188	18563
2250	15194	18556
2251	15200	18548
2252	15206	18541
2253	15212	18532
2254	15218	18524
2255	15224	18517
2256	15229	18509
2257	15236	18502
2258	15242	18494
2259	15248	18486
2260	15254	18479
2261	15259	18470
2262	15265	18462
2263	15271	18455
2264	15276	18446
2265	15282	18438
2266	15288	18430
2267	15294	18423
2268	15300	18415
2269	15305	18407
2270	15311	18399
2271	15318	18392
2272	15324	18385
2273	15330	18378
2274	15336	18370
2275	15342	18361
2276	15348	18354
2277	15354	18346
2278	15360	18338
2279	15365	18331
2280	15371	18323
2281	15377	18316
2282	15383	18307
2283	15388	18299
2284	15394	18291
2285	15400	18283
2286	15406	18275
2287	15412	18268
2288	15418	18260
2289	15424	18253
2290	15430	18245
2291	15436	18237
2292	15442	18230
2293	15447	18221
2294	15454	18215
2295	15459	18206
2296	15465	18198
2297	15471	18191
2298	15488	18197
2299	15494	18189
2300	15501	18182
2301	15506	18174
2302	15512	18166
2303	15518	18158
2304	15524	18150
2305	15529	18142
2306	15535	18134
2307	15540	18126
2308	15547	18119
2309	15553	18111
2310	15558	18103
2311	15564	18096
2312	15570	18088
2313	15576	18081
2314	15582	18072
2315	15588	18065
2316	15595	18058
2317	15600	18050
2318	15606	18042
2319	15612	18035
2320	15618	18027
2321	15625	18021
2322	15631	18013
2323	15636	18004
2324	15642	17997
2325	15648	17989
2326	15654	17981
2327	15659	17973
2328	15666	17966
2329	15672	17959
2330	15678	17951
2331	15684	17944
2332	15690	17936
2333	15696	17928
2334	15702	17922
2335	15708	17914
2336	15714	17906
2337	15720	17898
2338	15726	17890
2339	15732	17883
2340	15738	17875
2341	15743	17867
2342	15749	17860
2343	15755	17852
2344	15760	17844
2345	15767	17837
2346	15773	17829
2347	15779	17822
2348	15785	17814
2349	15790	17806
2350	15797	17799
2351	15803	17792
2352	15809	17784
2353	15815	17776
2354	15820	17768
2355	15827	17762
2356	15833	17754
2357	15839	17746
2358	15844	17738
2359	15850	17730
2360	15856	17723
2361	15862	17715
2362	15867	17707
2363	15874	17701
2364	15879	17692
2365	15886	17686
2366	15892	17678
2367	15899	17671
2368	15905	17664
2369	15911	17657
2370	15918	17650
2371	15924	17642
2372	15930	17635
2373	15936	17628
2374	15942	17620
2375	15948	17613
2376	15954	17605
2377	15960	17597
2378	15966	17590
2379	15972	17582
2380	15977	17574
2381	15984	17568
2382	15990	17560
2383	15996	17553
2384	16002	17545
2385	16007	17537
2386	16014	17531
2387	16020	17523
2388	16027	17516
2389	16033	17509
2390	16039	17501
2391	16045	17494
2392	16051	17486
2393	16057	17479
2394	16063	17471
2395	16069	17464
2396	16074	17456
2397	16080	17448
2398	16087	17441
2399	16092	17433
2400	16099	17426
2401	16105	17419
2402	16111	17411
2403	16117	17404
2404	16122	17396
2405	16128	17388
2406	16134	17380
2407	16139	17372
2408	16145	17365
2409	16151	17358
2410	16157	17350
2411	16163	17343
2412	16169	17335
2413	16175	17327
2414	16181	17320
2415	16187	17313
2416	16193	17305
2417	16199	17298
2418	16205	17290
2419	16212	17284
2420	16217	17276
2421	16223	17268
2422	16230	17261
2423	16236	17254
2424	16241	17246
2425	16247	17238
2426	16252	17230
2427	16258	17223
2428	16264	17215
2429	16269	17207
2430	16276	17200
2431	16282	17192
2432	16288	17185
2433	16294	17178
2434	16299	17169
2435	16306	17163
2436	16312	17155
2437	16318	17148
2438	16324	17140
2439	16329	17132
2440	16335	17125
2441	16341	17117
2442	16347	17110
2443	16353	17103
2444	16359	17095
2445	16365	17088
2446	16371	17080
2447	16377	17072
2448	16383	17065
2449	16389	17058
2450	16395	17050
2451	16401	17043
2452	16408	17036
2453	16414	17029
2454	16420	17022
2455	16426	17015
2456	16432	17007
2457	16438	17000
2458	16445	16993
2459	16451	16986
2460	16457	16979
2461	16463	16971
2462	16468	16963
2463	16475	16956
2464	16480	16948
2465	16486	16941
2466	16492	16934
2467	16498	16926
2468	16505	16920
2469	16511	16912
2470	16516	16904
2471	16523	16897
2472	16528	16889
2473	16535	16883
2474	16540	16875
2475	16546	16866
2476	16552	16860
2477	16558	16852
2478	16563	16844
2479	16569	16837
2480	16575	16829
2481	16582	16822
2482	16588	16815
2483	16593	16807
2484	16599	16800
2485	16605	16792
2486	16612	16786
2487	16617	16778
2488	16623	16770
2489	16629	16763
2490	16635	16755
2491	16640	16747
2492	16658	16752
2493	16664	16744
2494	16669	16736
2495	16675	16729
2496	16681	16721
2497	16686	16713
2498	16693	16706
2499	16699	16699
2500	16704	16691
2501	16711	16684
2502	16716	16676
2503	16722	16669
2504	16728	16661
2505	16734	16654
2506	16740	16647
2507	16746	16639
2508	16753	16633
2509	16758	16625
2510	16764	16617
2511	16771	16611
2512	16777	16603
2513	16783	16596
2514	16788	16588
2515	16794	16581
2516	16801	16574
2517	16807	16567
2518	16814	16560
2519	16819	16552
2520	16825	16545
2521	16832	16538
2522	16838	16531
2523	16843	16523
2524	16850	16516
2525	16855	16508
2526	16861	16501
2527	16867	16493
2528	16873	16486
2529	16879	16479
2530	16885	16471
2531	16891	16464
2532	16897	16456
2533	16902	16449
2534	16908	16442
2535	16914	16434
2536	16919	16426
2537	16925	16419
2538	16931	16411
2539	16938	16405
2540	16945	16398
2541	16950	16390
2542	16957	16384
2543	16963	16376
2544	16970	16370
2545	16976	16362
2546	16981	16355
2547	16987	16347
2548	16993	16339
2549	16999	16332
2550	17004	16324
2551	17009	16316
2552	17016	16309
2553	17021	16302
2554	17027	16294
2555	17033	16287
2556	17039	16279
2557	17044	16271
2558	17051	16265
2559	17057	16257
2560	17063	16251
2561	17069	16243
2562	17075	16235
2563	17081	16228
2564	17087	16221
2565	17093	16214
2566	17099	16206
2567	17105	16199
2568	17111	16192
2569	17117	16184
2570	17124	16178
2571	17129	16170
2572	17135	16163
2573	17141	16156
2574	17146	16148
2575	17152	16140
2576	17158	16133
2577	17164	16126
2578	17171	16119
2579	17179	16114
2580	17188	16109
2581	17195	16103
2582	17203	16098
2583	17210	16091
2584	17219	16086
2585	17224	16079
2586	17231	16072
2587	17238	16065
2588	17244	16059
2589	17250	16051
2590	17256	16044
2591	17263	16037
2592	17269	16030
2593	17275	16023
2594	17281	16015
2595	17286	16008
2596	17292	16001
2597	17298	15993
2598	17304	15986
2599	17310	15978
2600	17315	15971
2601	17322	15964
2602	17327	15956
2603	17333	15948
2604	17339	15941
2605	17344	15933
2606	17350	15926
2607	17357	15919
2608	17362	15911
2609	17368	15904
2610	17374	15896
2611	17379	15889
2612	17385	15881
2613	17391	15874
2614	17396	15866
2615	17403	15859
2616	17408	15851
2617	17414	15844
2618	17420	15837
2619	17425	15829
2620	17432	15822
2621	17437	15815
2622	17443	15807
2623	17449	15800
2624	17455	15793
2625	17461	15786
2626	17467	15778
2627	17473	15771
2628	17479	15764
2629	17485	15757
2630	17491	15749
2631	17497	15742
2632	17502	15734
2633	17508	15727
2634	17515	15720
2635	17520	15712
2636	17526	15705
2637	17531	15697
2638	17537	15689
2639	17543	15683
2640	17549	15675
2641	17556	15669
2642	17562	15661
2643	17568	15654
2644	17574	15647
2645	17579	15639
2646	17586	15633
2647	17592	15625
2648	17597	15617
2649	17604	15611
2650	17610	15603
2651	17616	15597
2652	17622	15589
2653	17627	15581
2654	17632	15574
2655	17638	15566
2656	17644	15558
2657	17650	15552
2658	17656	15544
2659	17662	15537
2660	17668	15530
2661	17673	15522
2662	17680	15516
2663	17686	15509
2664	17695	15503
2665	17701	15497
2666	17708	15490
2667	17714	15483
2668	17721	15476
2669	17728	15470
2670	17734	15463
2671	17740	15456
2672	17746	15449
2673	17752	15441
2674	17758	15435
2675	17764	15427
2676	17769	15419
2677	17775	15412
2678	17780	15404
2679	17786	15397
2680	17792	15390
2681	17798	15382
2682	17804	15375
2683	17810	15368
2684	17816	15361
2685	17822	15354
2686	17828	15346
2687	17834	15339
2688	17839	15332
2689	17845	15324
2690	17865	15329
2691	17871	15321
2692	17877	15314
2693	17883	15308
2694	17890	15301
2695	17897	15294
2696	17903	15287
2697	17908	15280
2698	17914	15273
2699	17920	15265
2700	17926	15258
2701	17932	15250
2702	17937	15243
2703	17944	15236
2704	17949	15228
2705	17955	15221
2706	17961	15214
2707	17966	15206
2708	17973	15199
2709	17978	15192
2710	17983	15184
2711	17990	15177
2712	17996	15170
2713	18002	15163
2714	18007	15155
2715	18013	15148
2716	18019	15141
2717	18025	15134
2718	18031	15127
2719	18038	15120
2720	18044	15113
2721	18051	15106
2722	18057	15099
2723	18062	15091
2724	18069	15085
2725	18075	15078
2726	18081	15071
2727	18086	15063
2728	18092	15056
2729	18099	15049
2730	18105	15042
2731	18111	15035
2732	18117	15028
2733	18125	15023
2734	18134	15018
2735	18141	15012
2736	18148	15005
2737	18157	15000
2738	18163	14993
2739	18169	14986
2740	18175	14979
2741	18181	14972
2742	18188	14965
2743	18193	14958
2744	18199	14950
2745	18206	14944
2746	18211	14936
2747	18218	14929
2748	18224	14922
2749	18229	14915
2750	18235	14908
2751	18241	14900
2752	18247	14893
2753	18253	14886
2754	18259	14879
2755	18266	14873
2756	18273	14866
2757	18278	14858
2758	18284	14851
2759	18289	14844
2760	18296	14837
2761	18302	14830
2762	18308	14822
2763	18314	14816
2764	18320	14808
2765	18327	14802
2766	18332	14794
2767	18338	14787
2768	18344	14780
2769	18350	14773
2770	18356	14766
2771	18361	14758
2772	18367	14751
2773	18373	14744
2774	18379	14736
2775	18385	14729
2776	18391	14722
2777	18397	14715
2778	18403	14708
2779	18409	14700
2780	18414	14693
2781	18420	14686
2782	18426	14678
2783	18431	14671
2784	18437	14664
2785	18443	14656
2786	18449	14650
2787	18455	14642
2788	18461	14635
2789	18468	14629
2790	18473	14621
2791	18480	14614
2792	18485	14607
2793	18491	14599
2794	18497	14593
2795	18503	14585
2796	18508	14578
2797	18515	14571
2798	18521	14564
2799	18527	14557
2800	18532	14549
2801	18538	14542
2802	18545	14535
2803	18551	14528
2804	18557	14521
2805	18563	14514
2806	18568	14507
2807	18575	14500
2808	18580	14492
2809	18586	14485
2810	18592	14478
2811	18598	14471
2812	18604	14464
2813	18609	14456
2814	18615	14449
2815	18621	14441
2816	18626	14434
2817	18633	14428
2818	18639	14421
2819	18645	14413
2820	18652	14407
2821	18657	14399
2822	18663	14392
2823	18670	14386
2824	18676	14379
2825	18682	14372
2826	18688	14365
2827	18694	14357
2828	18700	14350
2829	18705	14343
2830	18713	14337
2831	18718	14329
2832	18724	14322
2833	18730	14315
2834	18736	14308
2835	18742	14301
2836	18748	14294
2837	18754	14287
2838	18760	14279
2839	18766	14272
2840	18771	14265
2841	18780	14260
2842	18786	14253
2843	18792	14246
2844	18798	14239
2845	18804	14232
2846	18810	14225
2847	18816	14217
2848	18823	14211
2849	18828	14204
2850	18834	14197
2851	18840	14189
2852	18845	14182
2853	18852	14175
2854	18857	14168
2855	18863	14160
2856	18869	14154
2857	18875	14146
2858	18881	14139
2859	18887	14132
2860	18893	14125
2861	18899	14118
2862	18905	14111
2863	18910	14103
2864	18916	14096
2865	18923	14089
2866	18929	14082
2867	18934	14075
2868	18940	14068
2869	18946	14061
2870	18952	14054
2871	18958	14047
2872	18964	14040
2873	18969	14032
2874	18975	14025
2875	18981	14018
2876	18987	14011
2877	18993	14004
2878	18998	13996
2879	19004	13989
2880	19010	13982
2881	19016	13975
2882	19022	13968
2883	19028	13961
2884	19034	13953
2885	19041	13947
2886	19047	13940
2887	19054	13934
2888	19059	13927
2889	19065	13919
2890	19071	13912
2891	19077	13905
2892	19083	13898
2893	19089	13891
2894	19095	13884
2895	19101	13877
2896	19106	13870
2897	19112	13862
2898	19118	13856
2899	19124	13848
2900	19130	13842
2901	19144	13840
2902	19150	13833
2903	19156	13826
2904	19162	13819
2905	19168	13812
2906	19173	13804
2907	19179	13797
2908	19185	13790
2909	19191	13783
2910	19196	13775
2911	19202	13768
2912	19208	13762
2913	19214	13754
2914	19220	13747
2915	19226	13740
2916	19232	13733
2917	19237	13726
2918	19243	13718
2919	19248	13711
2920	19271	13716
2921	19277	13709
2922	19283	13702
2923	19289	13695
2924	19295	13688
2925	19302	13681
2926	19307	13674
2927	19313	13666
2928	19319	13660
2929	19324	13652
2930	19330	13645
2931	19336	13638
2932	19341	13630
2933	19348	13624
2934	19353	13616
2935	19359	13609
2936	19365	13602
2937	19371	13595
2938	19377	13588
2939	19384	13582
2940	19390	13575
2941	19397	13568
2942	19402	13561
2943	19408	13554
2944	19414	13547
2945	19419	13539
2946	19426	13533
2947	19431	13525
2948	19437	13518
2949	19444	13512
2950	19450	13505
2951	19456	13498
2952	19462	13491
2953	19467	13483
2954	19474	13477
2955	19480	13469
2956	19486	13463
2957	19491	13455
2958	19497	13448
2959	19503	13441
2960	19509	13434
2961	19519	13430
2962	19527	13424
2963	19535	13419
2964	19543	13413
2965	19550	13406
2966	19557	13400
2967	19564	13394
2968	19570	13387
2969	19576	13380
2970	19582	13373
2971	19587	13366
2972	19594	13359
2973	19599	13351
2974	19604	13344
2975	19611	13337
2976	19616	13330
2977	19622	13323
2978	19629	13316
2979	19634	13309
2980	19641	13302
2981	19646	13295
2982	19652	13288
2983	19658	13281
2984	19664	13274
2985	19670	13267
2986	19676	13260
2987	19681	13252
2988	19688	13246
2989	19693	13238
2990	19698	13231
2991	19705	13224
2992	19711	13217
2993	19718	13211
2994	19724	13204
2995	19730	13197
2996	19737	13191
2997	19743	13184
2998	19751	13178
2999	19757	13171
3000	19764	13165
3001	19770	13158
3002	19776	13151
3003	19782	13144
3004	19788	13137
3005	19794	13130
3006	19800	13123
3007	19806	13116
3008	19812	13109
3009	19817	13102
3010	19823	13095
3011	19829	13088
3012	19835	13080
3013	19841	13074
3014	19847	13067
3015	19853	13059
3016	19860	13053
3017	19865	13046
3018	19872	13039
3019	19877	13032
3020	19882	13024
3021	19889	13018
3022	19895	13011
3023	19902	13004
3024	19907	12997
3025	19913	12990
3026	19919	12983
3027	19924	12976
3028	19930	12969
3029	19937	12962
3030	19943	12955
3031	19949	12949
3032	19955	12941
3033	19961	12935
3034	19968	12928
3035	19973	12921
3036	19987	12919
3037	19993	12912
3038	19999	12905
3039	20005	12898
3040	20011	12891
3041	20017	12884
3042	20022	12877
3043	20029	12870
3044	20035	12863
3045	20042	12857
3046	20048	12850
3047	20054	12843
3048	20061	12836
3049	20066	12829
3050	20073	12822
3051	20078	12815
3052	20084	12808
3053	20090	12801
3054	20096	12794
3055	20102	12787
3056	20108	12780
3057	20115	12774
3058	20123	12768
3059	20128	12761
3060	20135	12754
3061	20141	12747
3062	20146	12740
3063	20153	12733
3064	20158	12726
3065	20165	12720
3066	20171	12713
3067	20177	12706
3068	20183	12699
3069	20188	12691
3070	20195	12685
3071	20201	12678
3072	20207	12671
3073	20213	12664
3074	20218	12657
3075	20224	12649
3076	20230	12643
3077	20236	12636
3078	20242	12629
3079	20247	12622
3080	20253	12614
3081	20259	12607
3082	20264	12600
3083	20270	12593
3084	20276	12586
3085	20282	12579
3086	20288	12572
3087	20294	12566
3088	20300	12558
3089	20306	12552
3090	20312	12544
3091	20317	12537
3092	20323	12530
3093	20329	12523
3094	20335	12516
3095	20341	12509
3096	20347	12502
3097	20353	12495
3098	20358	12488
3099	20365	12481
3100	20370	12474
3101	20376	12467
3102	20382	12460
3103	20388	12453
3104	20393	12446
3105	20400	12439
3106	20405	12432
3107	20412	12425
3108	20417	12418
3109	20423	12411
3110	20440	12411
3111	20446	12404
3112	20452	12397
3113	20457	12390
3114	20463	12383
3115	20469	12376
3116	20475	12369
3117	20481	12362
3118	20486	12355
3119	20493	12348
3120	20499	12341
3121	20505	12335
3122	20511	12328
3123	20517	12321
3124	20524	12314
3125	20529	12307
3126	20536	12300
3127	20542	12293
3128	20548	12286
3129	20554	12280
3130	20560	12273
3131	20565	12265
3132	20572	12259
3133	20578	12252
3134	20585	12245
3135	20591	12239
3136	20597	12232
3137	20604	12225
3138	20610	12218
3139	20617	12212
3140	20623	12205
3141	20630	12199
3142	20636	12192
3143	20642	12185
3144	20649	12179
3145	20655	12172
3146	20661	12165
3147	20667	12158
3148	20673	12151
3149	20679	12145
3150	20685	12138
3151	20691	12131
3152	20697	12124
3153	20702	12116
3154	20709	12110
3155	20714	12103
3156	20719	12095
3157	20731	12092
3158	20737	12085
3159	20743	12078
3160	20749	12071
3161	20756	12065
3162	20761	12057
3163	20766	12050
3164	20775	12045
3165	20780	12037
3166	20787	12031
3167	20793	12024
3168	20798	12016
3169	20804	12010
3170	20810	12003
3171	20816	11996
3172	20822	11989
3173	20827	11982
3174	20834	11975
3175	20839	11968
3176	20845	11961
3177	20851	11954
3178	20856	11947
3179	20862	11940
3180	20868	11933
3181	20874	11926
3182	20880	11919
3183	20886	11912
3184	20892	11905
3185	20897	11898
3186	20903	11891
3187	20910	11885
3188	20917	11878
3189	20923	11872
3190	20929	11865
3191	20935	11858
3192	20941	11851
3193	20947	11844
3194	20952	11837
3195	20958	11830
3196	20964	11823
3197	20970	11816
3198	20976	11809
3199	20981	11802
3200	20987	11795
3201	20993	11788
3202	20999	11781
3203	21005	11774
3204	21011	11767
3205	21017	11761
3206	21023	11753
3207	21028	11746
3208	21035	11740
3209	21041	11733
3210	21047	11726
3211	21052	11719
3212	21058	11712
3213	21065	11705
3214	21071	11698
3215	21076	11691
3216	21084	11685
3217	21093	11680
3218	21100	11674
3219	21108	11668
