iter	RMSE
924	2372.360498
925	2371.520968
926	2370.535248
927	2370.330606
928	2369.90244
929	2368.710839
930	2368.508141
931	2367.803056
932	2367.089318
933	2366.624645
934	2366.025723
935	2365.628647
936	2365.42781
937	2364.818237
938	2363.905745
939	2363.642054
940	2362.858848
941	2362.659097
942	2361.144951
943	2360.946085
944	2360.553678
945	2359.61085
946	2358.648247
947	2358.141291
948	2357.826007
949	2356.715537
950	2355.439364
951	2355.241222
952	2354.094955
953	2353.730695
954	2353.534188
955	2353.224471
956	2352.376265
957	2352.181064
958	2351.796761
959	2351.193516
960	2351.000107
961	2350.487801
962	2349.331813
963	2348.938552
964	2348.578406
965	2347.746077
966	2346.917032
967	2346.231926
968	2346.039012
969	2344.964175
970	2344.502867
971	2344.310925
972	2343.742071
973	2343.069711
974	2342.765187
975	2342.379452
976	2341.552676
977	2341.174705
978	2340.983963
979	2340.160122
980	2339.75723
981	2339.384961
982	2339.195023
983	2338.175105
984	2336.66034
985	2336.471548
986	2335.458075
987	2334.80511
988	2334.438504
989	2334.251043
990	2333.229449
991	2333.043177
992	2332.507299
993	2332.209296
994	2331.337079
995	2330.849573
996	2329.398163
997	2328.46334
998	2328.277439
999	2326.939883
1000	2326.508218
1001	2326.197711
1002	2325.580288
1003	2325.141099
1004	2324.956991
1005	2323.799895
1006	2322.513352
1007	2322.220496
1008	2321.59746
1009	2321.413636
1010	2320.169741
1011	2319.805166
1012	2319.622611
1013	2319.247379
1014	2318.901471
1015	2317.859688
1016	2316.906685
1017	2316.394781
1018	2316.213654
1019	2315.301074
1020	2314.635963
1021	2313.674255
1022	2313.319355
1023	2312.959571
1024	2312.496376
1025	2312.140897
1026	2311.803649
1027	2311.517548
1028	2311.165732
1029	2310.879623
1030	2310.602814
1031	2310.260894
1032	2309.991337
1033	2309.599799
1034	2309.325323
1035	2308.990167
1036	2307.769753
1037	2307.499212
1038	2306.857681
1039	2306.14633
1040	2305.832806
1041	2305.652269
1042	2304.856546
1043	2304.591713
1044	2303.894475
1045	2303.179754
1046	2302.859324
1047	2302.534888
1048	2301.90816
1049	2301.260578
1050	2301.081489
1051	2300.903922
1052	2300.712841
1053	2300.008134
1054	2299.155923
1055	2298.089871
1056	2297.913703
1057	2297.738942
1058	2297.551833
1059	2296.771638
1060	2296.598541
1061	2296.145384
1062	2295.698273
1063	2294.574218
1064	2294.389499
1065	2294.018143
1066	2293.554734
1067	2293.219578
1068	2292.867839
1069	2292.508667
1070	2291.811114
1071	2291.640209
1072	2291.032713
1073	2290.85166
1074	2289.227201
1075	2287.941629
1076	2287.479546
1077	2287.300565
1078	2287.122974
1079	2286.947637
1080	2286.77375
1081	2286.601245
1082	2286.430486
1083	2286.26066
1084	2285.966369
1085	2285.797839
1086	2285.631321
1087	2284.314378
1088	2284.148432
1089	2283.383245
1090	2283.218399
1091	2283.055402
1092	2282.721102
1093	2281.975344
1094	2281.665788
1095	2281.329845
1096	2280.345726
1097	2279.575387
1098	2279.413037
1099	2278.653625
1100	2278.492611
1101	2277.61499
1102	2277.013109
1103	2276.264508
1104	2275.851899
1105	2275.123351
1106	2274.537888
1107	2274.2743
1108	2273.258546
1109	2272.450523
1110	2272.289884
1111	2271.175487
1112	2270.798494
1113	2270.13735
1114	2269.158608
1115	2268.526284
1116	2268.203879
1117	2267.314464
1118	2266.029806
1119	2265.397832
1120	2264.626258
1121	2263.797918
1122	2263.191601
1123	2262.738325
1124	2262.48006
1125	2262.302829
1126	2261.662997
1127	2261.147393
1128	2260.595766
1129	2260.152424
1130	2258.287
1131	2258.111268
1132	2257.356392
1133	2256.520279
1134	2255.665034
1135	2255.338525
1136	2255.034307
1137	2254.088216
1138	2253.371864
1139	2253.072391
1140	2252.53145
1141	2251.888921
1142	2251.731457
1143	2250.096763
1144	2249.733535
1145	2249.473522
1146	2248.461901
1147	2247.468613
1148	2246.919208
1149	2246.306956
1150	2245.978422
1151	2245.821955
1152	2245.650545
1153	2245.04081
1154	2244.595952
1155	2244.266165
1156	2243.905757
1157	2243.610873
1158	2242.751425
1159	2242.018838
1160	2241.773209
1161	2241.619393
1162	2241.04011
1163	2240.308081
1164	2239.19976
1165	2238.957976
1166	2238.275889
1167	2237.825075
1168	2237.366716
1169	2237.213531
1170	2236.33647
1171	2236.184693
1172	2235.882466
1173	2234.862362
1174	2234.045188
1175	2233.162318
1176	2232.792079
1177	2231.98245
1178	2231.494171
1179	2231.100349
1180	2230.947059
1181	2230.79645
1182	2230.556622
1183	2230.000582
1184	2229.345171
1185	2228.603897
1186	2228.454363
1187	2227.561928
1188	2226.946881
1189	2226.411743
1190	2225.641362
1191	2225.097054
1192	2224.075822
1193	2223.453994
1194	2223.110567
1195	2222.872814
1196	2222.490126
1197	2222.32546
1198	2221.771081
1199	2221.04058
1200	2220.752973
1201	2220.224265
1202	2219.826326
1203	2219.678383
1204	2219.363817
1205	2218.936757
1206	2218.703811
1207	2217.93324
1208	2217.78634
1209	2217.343748
1210	2217.198024
1211	2216.541932
1212	2215.844069
1213	2214.839656
1214	2214.550288
1215	2214.40473
1216	2213.164258
1217	2212.375928
1218	2211.662343
1219	2211.431389
1220	2211.081919
1221	2210.014062
1222	2209.868951
1223	2209.364981
1224	2208.643702
1225	2208.230669
1226	2207.93677
1227	2207.427695
1228	2206.673583
1229	2206.445548
1230	2206.165356
1231	2205.402009
1232	2205.257746
1233	2204.718312
1234	2204.575416
1235	2204.433057
1236	2203.764192
1237	2202.716133
1238	2202.081016
1239	2201.691672
1240	2201.55047
1241	2201.271246
1242	2200.78539
1243	2200.027507
1244	2199.319679
1245	2199.161941
1246	2198.788444
1247	2198.513295
1248	2198.231472
1249	2198.008262
1250	2197.554242
1251	2196.728315
1252	2196.588363
1253	2196.43467
1254	2195.82162
1255	2195.27262
1256	2194.971702
1257	2194.638126
1258	2194.357945
1259	2193.76525
1260	2193.382891
1261	2192.801952
1262	2192.663659
1263	2191.649813
1264	2190.580429
1265	2189.830033
1266	2189.392796
1267	2189.25519
1268	2188.672247
1269	2187.948878
1270	2187.60269
1271	2187.382026
1272	2186.831517
1273	2186.488891
1274	2186.351647
1275	2186.134829
1276	2185.16466
1277	2184.420075
1278	2184.017164
1279	2183.7519
1280	2183.104574
1281	2182.279073
1282	2181.735264
1283	2180.97925
1284	2180.762677
1285	2180.227662
1286	2180.091111
1287	2179.143447
1288	2178.876411
1289	2177.594153
1290	2176.737049
1291	2175.712661
1292	2175.576493
1293	2175.158402
1294	2174.54256
1295	2174.271025
1296	2173.065128
1297	2172.798478
1298	2172.583657
1299	2172.315287
1300	2171.668749
1301	2170.905399
1302	2170.769821
1303	2170.175711
1304	2169.45883
1305	2169.046959
1306	2168.912565
1307	2168.70293
1308	2168.569407
1309	2168.437307
1310	2168.185922
1311	2166.568909
1312	2166.436978
1313	2165.754093
1314	2165.625927
1315	2165.200189
1316	2164.179138
1317	2163.783273
1318	2162.593209
1319	2161.555519
1320	2161.034462
1321	2159.833886
1322	2159.698706
1323	2159.443196
1324	2158.502728
1325	2157.794625
1326	2157.587871
1327	2157.340777
1328	2156.951266
1329	2156.821358
1330	2156.255514
1331	2155.563736
1332	2155.2465
1333	2155.117595
1334	2154.59582
1335	2154.276863
1336	2153.759203
1337	2153.35303
1338	2153.21124
1339	2153.078519
1340	2152.360343
1341	2151.844101
1342	2150.990162
1343	2150.707757
1344	2150.023189
1345	2149.587253
1346	2148.739597
1347	2148.565028
1348	2148.309727
1349	2147.613181
1350	2146.545114
1351	2146.192305
1352	2145.802989
1353	2145.608258
1354	2145.481158
1355	2145.280868
1356	2144.907803
1357	2143.78629
1358	2143.419125
1359	2143.179866
1360	2142.464807
1361	2142.338664
1362	2141.60479
1363	2141.479505
1364	2140.691263
1365	2140.501284
1366	2140.012316
1367	2138.742609
1368	2138.506702
1369	2138.038775
1370	2137.91379
1371	2137.618752
1372	2137.078514
1373	2136.954508
1374	2135.995166
1375	2135.143819
1376	2135.006882
1377	2134.387675
1378	2134.192104
1379	2134.063457
1380	2133.462238
1381	2133.326594
1382	2132.79867
1383	2132.395235
1384	2131.864474
1385	2131.017149
1386	2130.750976
1387	2130.509081
1388	2130.274308
1389	2130.038303
1390	2129.807021
1391	2129.413724
1392	2128.879102
1393	2128.021764
1394	2127.582314
1395	2127.454854
1396	2127.261162
1397	2126.682245
1398	2126.555941
1399	2125.476762
1400	2124.553311
1401	2124.427658
1402	2123.956096
1403	2123.724593
1404	2123.482547
1405	2123.362681
1406	2122.879475
1407	2121.93856
1408	2121.618161
1409	2121.493761
1410	2121.326586
1411	2120.456784
1412	2120.029419
1413	2119.520252
1414	2119.389781
1415	2119.162172
1416	2118.226549
1417	2117.843895
1418	2117.650448
1419	2116.878958
1420	2116.597143
1421	2116.192635
1422	2116.073981
1423	2115.848326
1424	2114.380229
1425	2113.647212
1426	2113.332818
1427	2113.117985
1428	2112.911853
1429	2112.540733
1430	2112.349873
1431	2111.73013
1432	2111.543986
1433	2111.024815
1434	2110.269603
1435	2110.021335
1436	2109.587156
1437	2109.207769
1438	2109.021339
1439	2108.779248
1440	2108.661376
1441	2108.478811
1442	2108.362357
1443	2108.181582
1444	2107.98751
1445	2107.569602
1446	2107.375434
1447	2107.158321
1448	2106.827712
1449	2106.544937
1450	2105.60857
1451	2105.034641
1452	2104.861163
1453	2104.423495
1454	2104.127019
1455	2104.005965
1456	2103.570219
1457	2102.585676
1458	2102.414284
1459	2101.761181
1460	2101.177272
1461	2101.061936
1462	2100.331307
1463	2099.942271
1464	2099.535954
1465	2099.176417
1466	2098.834006
1467	2098.477219
1468	2098.118455
1469	2097.31281
1470	2096.910426
1471	2096.494085
1472	2096.072451
1473	2095.651946
1474	2095.35651
1475	2094.483649
1476	2094.01071
1477	2093.889632
1478	2093.685317
1479	2093.368601
1480	2092.794793
1481	2092.261205
1482	2091.950436
1483	2091.645944
1484	2091.252665
1485	2091.066334
1486	2090.437205
1487	2090.221324
1488	2090.101588
1489	2089.982765
1490	2089.686255
1491	2088.954935
1492	2088.263664
1493	2087.93625
1494	2087.531239
1495	2087.237933
1496	2086.607992
1497	2086.111943
1498	2085.751273
1499	2085.340037
1500	2085.120178
1501	2084.556645
1502	2084.346109
1503	2083.976096
1504	2083.862174
1505	2083.143713
1506	2083.030458
1507	2082.785711
1508	2082.673286
1509	2082.225884
1510	2081.793907
1511	2081.41099
1512	2080.890283
1513	2080.719554
1514	2079.745509
1515	2079.63364
1516	2079.418261
1517	2079.023779
1518	2078.734888
1519	2078.272529
1520	2077.603771
1521	2076.922086
1522	2076.373128
1523	2076.26188
1524	2075.476487
1525	2074.951681
1526	2074.387912
1527	2074.139535
1528	2074.028849
1529	2073.913182
1530	2073.728551
1531	2072.853436
1532	2072.590709
1533	2072.415231
1534	2072.305486
1535	2072.121243
1536	2071.447122
1537	2071.162802
1538	2070.655566
1539	2070.131101
1540	2069.74165
1541	2069.255553
1542	2069.090565
1543	2068.693231
1544	2068.087906
1545	2067.078257
1546	2066.969013
1547	2066.860133
1548	2066.636731
1549	2066.415742
1550	2066.171583
1551	2065.436373
1552	2064.751453
1553	2064.254426
1554	2064.135274
1555	2063.922172
1556	2063.461364
1557	2063.155901
1558	2062.876363
1559	2062.26994
1560	2061.95737
1561	2061.786255
1562	2061.509001
1563	2061.296149
1564	2061.000918
1565	2060.708365
1566	2060.600793
1567	2060.382954
1568	2060.206744
1569	2059.98586
1570	2059.718906
1571	2059.453083
1572	2059.196154
1573	2059.089089
1574	2058.837682
1575	2058.531586
1576	2058.280225
1577	2057.610299
1578	2057.39662
1579	2057.153526
1580	2056.956401
1581	2056.749251
1582	2056.484431
1583	2056.27558
1584	2056.07063
1585	2055.793688
1586	2055.621476
1587	2054.909112
1588	2054.279205
1589	2054.036162
1590	2053.77548
1591	2053.147577
1592	2052.987875
1593	2052.787125
1594	2052.680431
1595	2052.263698
1596	2052.067781
1597	2051.644531
1598	2051.430378
1599	2051.324554
1600	2050.855528
1601	2050.74974
1602	2050.000171
1603	2049.317658
1604	2049.212839
1605	2048.673946
1606	2048.003803
1607	2047.214328
1608	2046.821338
1609	2046.477938
1610	2046.372981
1611	2045.947288
1612	2045.743274
1613	2045.260049
1614	2045.095223
1615	2044.668538
1616	2044.564657
1617	2044.46122
1618	2044.358487
1619	2044.004486
1620	2043.814079
1621	2043.198579
1622	2043.096328
1623	2042.842821
1624	2042.43386
1625	2042.102523
1626	2041.389376
1627	2040.997819
1628	2040.759159
1629	2040.597764
1630	2040.496095
1631	2039.86533
1632	2039.677599
1633	2039.06756
1634	2038.923148
1635	2038.395574
1636	2038.294188
1637	2038.19329
1638	2037.687849
1639	2037.487709
1640	2037.015385
1641	2036.605348
1642	2036.266224
1643	2036.165801
1644	2035.761365
1645	2035.601788
1646	2035.501722
1647	2034.957046
1648	2034.773213
1649	2034.322396
1650	2033.493104
1651	2033.040714
1652	2032.833446
1653	2032.484823
1654	2032.12231
1655	2031.416647
1656	2031.316754
1657	2031.217829
1658	2031.016318
1659	2030.853406
1660	2029.870044
1661	2029.67398
1662	2029.249186
1663	2028.364384
